URL,Checked,Violations,Critical(A),Serious(AA),Moderate(AAA),Other
https://www.example.co.uk/news/airport-starts-delivery-of-scqf-level-4-5-foundation-apprenticeships/,2022-12-09 17:55:44,3,1,0,2,0
https://www.example.co.uk/case-studies/examples/,2022-12-09 17:55:51,3,1,0,2,0
https://www.example.co.uk/corporate-and-governance/policies-and-procedures/complaints-your-voice/,2022-12-09 17:55:58,4,1,0,3,0
https://www.example.co.uk/social-science-courses/,2022-12-09 17:56:05,5,1,1,3,0
https://www.example.co.uk/news/automotive-partnerships-keep-kingdom-running-smoothly/,2022-12-09 17:56:13,4,1,1,2,0
https://www.example.co.uk/life-learners/life-learner-portal/,2022-12-09 17:56:19,5,1,1,3,0
https://www.example.co.uk/studying-with-us/facilities/the-academy-restaurant/,2022-12-09 17:56:26,5,1,1,3,0
https://www.example.co.uk/case-studies/examples/,2022-12-09 17:56:33,3,1,0,2,0
https://www.example.co.uk/news/reasons-why-now-is-the-perfect-time-to-choose-to-study-at-example-outstead/,2022-12-09 17:56:42,3,1,0,2,0
https://www.example.co.uk/news/want-an-engineering-degree-but-don-t-have-the-qualifications/,2022-12-09 17:56:50,4,1,1,2,0
https://www.example.co.uk/news/pupils-and-life-learners-invited-to-design-artwork-for-new-watsberg-learning-outpost/,2022-12-09 17:56:57,3,1,0,2,0
https://www.example.co.uk/news/happy-international-womens-day-2021/,2022-12-09 17:57:03,3,1,0,2,0
https://www.example.co.uk/news/example-outstead-life-learner-s-degree-studies-given-a-huge-boost-thanks-to-scholarship/,2022-12-09 17:57:10,3,1,0,2,0
https://www.example.co.uk/he-built-environment-courses/,2022-12-09 17:57:17,5,1,1,3,0
https://www.example.co.uk/case-studies/examples/,2022-12-09 17:57:24,4,1,1,2,0
https://www.example.co.uk/courses/subject-areas/built-environment/,2022-12-09 17:57:32,7,1,3,3,0
https://www.example.co.uk/news/looking-after-our-mental-health-and-wellbeing/,2022-12-09 17:57:38,3,1,0,2,0
https://www.example.co.uk/distance-learning-courses/,2022-12-09 17:57:45,5,1,1,3,0
https://www.example.co.uk/news/online-event-celebrates-school-airport-partnership-learner-success/,2022-12-09 17:57:52,3,1,0,2,0
https://www.example.co.uk/news/airport-shortlisted-for-six-herald-higher-education-awards/,2022-12-09 17:57:58,3,1,0,2,0
https://www.example.co.uk/case-studies/examples/,2022-12-09 17:58:05,3,1,0,2,0
https://www.example.co.uk/about-us/getting-here/portermouth-outpost/,2022-12-09 17:58:12,7,2,1,2,2
https://www.example.co.uk/about-us/getting-here/tulip-outpost/,2022-12-09 17:58:19,4,1,0,3,0
https://www.example.co.uk/studying-with-us/facilities/gym/,2022-12-09 17:58:25,4,1,0,3,0
https://www.example.co.uk/performing-arts-and-technical-theatre-courses/,2022-12-09 17:58:32,5,1,1,3,0
https://www.example.co.uk/community-and-supported-learning-courses/,2022-12-09 17:58:39,5,1,1,3,0
https://www.example.co.uk/news/example-outstead-hosts-filming-of-new-musical/,2022-12-09 17:58:45,3,1,0,2,0
https://www.example.co.uk/news/example-outstead-lecturer-wins-national-award-for-contribution-to-the-community/,2022-12-09 17:58:52,3,1,0,2,0
https://www.example.co.uk/news/competition-winning-hospitality-life-learners-celebrate-at-graduation/,2022-12-09 17:58:58,3,1,0,2,0
https://www.example.co.uk/news/free-data-science-courses-launched-to-get-people-back-into-work/,2022-12-09 17:59:05,3,1,0,2,0
https://www.example.co.uk/news/scholarship-creates-opportunities-for-ross/,2022-12-09 17:59:10,3,1,0,2,0
https://www.example.co.uk/case-studies/examples/,2022-12-09 17:59:17,3,1,0,2,0
https://www.example.co.uk/schools/schools-information/,2022-12-09 17:59:23,5,1,1,3,0
https://www.example.co.uk/news/8-of-the-best-ways-to-avoid-exam-leave-stress/,2022-12-09 17:59:30,4,1,1,2,0
https://www.example.co.uk/news/cookery-life-learner-showcases-skills-in-china/,2022-12-09 17:59:36,3,1,0,2,0
https://www.example.co.uk/news/three-new-appointments-to-board-of-governors-at-example-outstead/,2022-12-09 17:59:42,3,1,0,2,0
https://www.example.co.uk/news/margerines-food-and-drink-fair/,2022-12-09 17:59:48,3,1,0,2,0
https://www.example.co.uk/news/work-experience-helps-example-outstead-life-learners-with-learning-disabilities-shine/,2022-12-09 17:59:55,3,1,0,2,0
https://www.example.co.uk/courses/subject-areas/digital-computing-and-cyber/,2022-12-09 18:00:01,6,1,2,3,0
https://www.example.co.uk/corporate-and-governance/annual-accounts/,2022-12-09 18:00:07,4,1,0,3,0
https://www.example.co.uk/employers/electrical-training/,2022-12-09 18:00:13,4,1,0,3,0
https://www.example.co.uk/news/life-learners-on-the-road-to-success-thanks-to-scholarship-awards-from-arnold-clark/,2022-12-09 18:00:19,3,1,0,2,0
https://www.example.co.uk/news/the-airport-to-university-route-there-s-more-than-one-way-to-get-there/,2022-12-09 18:00:26,3,1,0,2,0
https://www.example.co.uk/employers/work-based-qualifications/,2022-12-09 18:00:33,5,1,1,3,0
https://www.example.co.uk/news/flying-the-flag-for-innovation/,2022-12-09 18:00:40,5,1,2,2,0
https://www.example.co.uk/news/creative-writing-is-turning-point-for-fay/,2022-12-09 18:00:47,3,1,0,2,0
https://www.example.co.uk/news/susan-and-ewa-benefit-from-new-scholarship/,2022-12-09 18:00:53,3,1,0,2,0
https://www.example.co.uk/he-engineering-and-energy-courses/,2022-12-09 18:01:00,5,1,1,3,0
https://www.example.co.uk/news/creative-life-learners-work-showcased-at-overcoming-covid-exhibition/,2022-12-09 18:01:06,3,1,0,2,0
https://www.example.co.uk/news/example-outstead-we-can-play-key-role-in-economic-recovery/,2022-12-09 18:01:13,3,1,0,2,0
https://www.example.co.uk/news/example-outstead-helps-local-firms-fill-skills-gaps-by-working-closely-with-employers/,2022-12-09 18:01:19,3,1,0,2,0
https://www.example.co.uk/news/first-life-learners-trained-in-advanced-skincare-treatment-graduate-from-example-outstead/,2022-12-09 18:01:26,3,1,0,2,0
https://www.example.co.uk/news/example-outstead-gaming-life-learners-to-benefit-from-ukie-membership/,2022-12-09 18:01:32,3,1,0,2,0
https://www.example.co.uk/news/calling-all-current-and-former-example-outstead-life-learners-fancy-a-study-trip-to-the-usa-for-free/,2022-12-09 18:01:38,3,1,0,2,0
https://www.example.co.uk/news/,2022-12-09 18:02:29,3,1,0,2,0
https://www.example.co.uk/news/life-learners-use-their-creativity-to-make-an-impact-on-climate-change-in-portermouth/,2022-12-09 18:02:36,3,1,0,2,0
https://www.example.co.uk/schools/meet-the-school-airport-partnership-team/,2022-12-09 18:02:42,3,1,0,2,0
https://www.example.co.uk/schools/fa-employers/,2022-12-09 18:02:49,6,1,2,2,1
https://www.example.co.uk/news/over-10-000-free-breakfasts-served-to-life-learners-thanks-to-airport-s-breakfast-club/,2022-12-09 18:02:55,3,1,0,2,0
https://www.example.co.uk/news/growing-threat-of-online-attacks-mean-cyber-security-professionals-are-needed-now-more-than-ever/,2022-12-09 18:03:02,4,1,1,2,0
https://www.example.co.uk/corporate-and-governance/policies-and-procedures/,2022-12-09 18:03:09,4,1,1,2,0
https://www.example.co.uk/schools/outpostes-and-facilities/,2022-12-09 18:03:16,5,1,1,2,1
https://www.example.co.uk/news/example-outstead-life-learner-wins-uk-engineering-competition/,2022-12-09 18:03:23,3,1,0,2,0
https://www.example.co.uk/schools/course-and-career-planners/,2022-12-09 18:03:29,5,1,1,2,1
https://www.example.co.uk/news/new-course-helps-airport-staff-respond-to-mental-health-issues/,2022-12-09 18:03:36,3,1,0,2,0
